time,open,close,high,low,volumefrom,volumeto
1474416000,609.24,597.16,608.82,591.69,36862.36,2.205938651E7
1474502400,597.16,595.63,599.78,592.83,22441.49,1.346396631E7
1474588800,595.63,602.92,603.7,594.11,25921.89,1.556703624E7
1474675200,602.92,602.59,605.92,600.5,13472.8,8196210.74
1474761600,602.59,601.49,604.87,598.35,13278.03,8038079.81
1474848000,601.49,606.54,608.46,598.17,27504.57,1.670040753E7
1474934400,606.54,605.47,608.97,601.73,25546.7,1.553431577E7
1475020800,605.47,604.67,606.9,602.62,18936.2,1.148500536E7
1475107200,604.67,604.7,607.23,602.01,25321.05,1.540397548E7
1475193600,604.7,608.14,608.78,602.25,23952.58,1.453474584E7
1475280000,608.14,613.41,615.0,607.07,16932.63,1.041554303E7
1475366400,613.41,610.69,614.21,607.67,16534.52,1.009665377E7
1475452800,610.69,611.6,613.2,608.47,21946.12,1.34627418E7
1475539200,611.6,608.96,612.68,606.5,24993.32,1.530069252E7
1475625600,608.96,611.82,613.65,607.98,23401.3,1.436053688E7
1475712000,611.82,610.97,612.68,608.54,21625.57,1.327633745E7
1475798400,610.97,616.03,619.43,609.12,32725.06,2.01673992E7
1475884800,616.03,617.65,619.56,614.88,13620.86,8467434.0
1475971200,617.65,615.77,618.35,613.01,13430.26,8320759.4
1476057600,615.77,617.29,618.81,612.76,25230.93,1.559789234E7
1476144000,617.29,640.45,642.35,615.6,55765.89,3.536712791E7
1476230400,640.45,635.99,642.51,632.19,26952.73,1.724000095E7
1476316800,635.99,635.6,639.52,632.25,25614.65,1.638736192E7
1476403200,635.6,637.92,640.46,630.66,31421.75,2.011487361E7
1476489600,637.92,637.03,641.4,635.06,12381.25,7970927.57
1476576000,637.03,640.12,642.18,636.39,12886.16,8306925.43
1476662400,640.12,637.37,641.29,634.89,27691.09,1.774261019E7
1476748800,637.37,635.34,639.34,632.23,24598.13,1.572501313E7
1476835200,635.34,629.06,637.27,624.09,35289.02,2.237919769E7
1476921600,629.06,628.34,630.83,625.48,20943.99,1.325211098E7
1477008000,628.34,630.45,633.26,627.58,28087.96,1.783638325E7
1477094400,630.45,655.48,659.89,629.72,37097.19,2.415422812E7
1477180800,655.48,653.03,661.2,648.78,21907.32,1.441821204E7
1477267200,653.03,650.49,654.32,645.68,33243.05,2.172610655E7
1477353600,650.49,651.0,662.54,647.65,36742.93,2.417946212E7
1477440000,651.0,674.67,678.39,651.39,47670.4,3.194960732E7
1477526400,674.67,682.3,687.88,672.26,46557.39,3.186218134E7
1477612800,682.3,686.24,688.43,678.63,38968.34,2.6829414E7
1477699200,686.24,714.95,720.19,685.22,54028.31,3.835134864E7
1477785600,714.95,697.27,714.91,689.51,39328.5,2.779323664E7
1477872000,697.27,698.67,707.21,682.17,38046.55,2.668718809E7
1477958400,698.67,726.76,734.36,695.2,68064.91,4.945395069E7
1478044800,726.76,733.51,735.78,718.14,39043.27,2.845223203E7
1478131200,733.51,684.87,744.43,670.4,96409.44,6.906791754E7
1478217600,684.87,702.08,706.64,681.27,48235.17,3.376272143E7
1478304000,702.08,702.11,706.38,694.03,22018.95,1.555456572E7
1478390400,702.11,709.91,714.13,697.63,25809.88,1.836356763E7
1478476800,709.91,705.4,711.66,698.35,30743.71,2.179737012E7
1478563200,705.4,710.9,714.63,700.96,39732.33,2.826223571E7
1478649600,710.9,721.42,741.23,707.13,70698.2,5.154856754E7
1478736000,721.42,714.57,723.02,707.31,33327.52,2.393132276E7
1478822400,714.57,714.97,719.79,711.67,25583.38,1.838684121E7
1478908800,714.97,704.27,717.37,701.08,27601.81,1.967765663E7
1478995200,704.27,701.97,705.61,685.01,36136.74,2.52498348E7
1479081600,701.97,704.56,708.03,696.11,37752.31,2.661344503E7
1479168000,704.56,711.1,716.93,697.91,41401.17,2.956274026E7
1479254400,711.1,740.28,745.98,708.14,79569.14,5.830490239E7
1479340800,740.28,737.53,751.91,730.08,62772.48,4.69427564E7
1479427200,737.53,746.96,751.43,730.95,39708.18,2.966606554E7
1479513600,746.96,747.89,755.34,737.44,25625.82,1.927657328E7
1479600000,747.89,728.51,752.26,712.77,47423.27,3.487678519E7
1479686400,728.51,736.19,744.33,726.55,32508.2,2.401068187E7
1479772800,736.19,749.34,754.01,730.62,44441.44,3.322519521E7
1479859200,749.34,741.07,750.93,731.34,37869.33,2.825820398E7
1479945600,741.07,735.31,744.24,726.19,37239.41,2.753177752E7
1480032000,735.31,740.39,741.25,728.97,28846.87,2.129951069E7
1480118400,740.39,734.14,740.96,725.62,22578.17,1.668248158E7
1480204800,734.14,729.42,738.29,727.11,21354.15,1.573582463E7
1480291200,729.42,733.3,738.1,727.74,34117.31,2.515383893E7
1480377600,733.3,732.56,737.04,727.78,32567.83,2.40303041E7
1480464000,732.56,742.49,745.39,730.57,39277.45,2.921035141E7
1480550400,742.49,752.63,755.48,741.08,54029.19,4.069094217E7
1480636800,752.63,770.94,779.02,752.25,63217.85,4.889361364E7
1480723200,770.94,764.24,772.32,755.81,38445.54,3.02341281E7
1480809600,764.24,766.39,769.23,758.8,19163.97,1.475512048E7
1480896000,766.39,754.34,769.18,746.01,51164.97,3.908268828E7
1480982400,754.34,758.21,762.48,750.91,33430.33,2.54977716E7
1481068800,758.21,765.56,769.02,754.27,34864.8,2.675541258E7
1481155200,765.56,768.49,773.41,761.17,28780.25,2.220849722E7
1481241600,768.49,770.48,773.48,765.03,24176.98,1.872204847E7
1481328000,770.48,774.0,776.96,769.19,18017.98,1.404911007E7
1481414400,774.0,767.91,774.16,763.0,17140.02,1.326908638E7
1481500800,767.91,778.47,781.26,767.86,28759.72,2.244299137E7
1481587200,778.47,778.74,790.33,767.77,33108.65,2.589485606E7
1481673600,778.74,776.5,780.77,771.01,24782.47,1.932637541E7
1481760000,776.5,775.21,780.27,773.12,26224.24,2.045211666E7
1481846400,775.21,782.05,783.94,773.31,27607.57,2.165038464E7
1481932800,782.05,787.17,791.57,779.36,23581.31,1.864877851E7
1482019200,787.17,789.01,791.26,783.8,14532.68,1.152574748E7
1482105600,789.01,789.79,793.73,786.31,25460.54,2.023868194E7
1482192000,789.79,799.1,800.02,787.12,34480.19,2.740631909E7
1482278400,799.1,829.21,833.13,795.98,65293.55,5.341108207E7
1482364800,829.21,860.15,874.68,828.87,70557.59,6.051161845E7
1482451200,860.15,917.17,920.26,858.04,102224.08,9.180293123E7
1482537600,917.17,891.07,920.49,880.79,46030.07,4.157678141E7
1482624000,891.07,891.07,895.24,851.42,42483.29,3.717337751E7
1482710400,891.07,898.38,909.32,885.88,38787.58,3.50027534E7
1482796800,898.38,925.78,937.91,893.38,49691.61,4.596661506E7
1482883200,925.78,972.17,974.51,925.49,77285.8,7.381180399E7
1482969600,972.17,971.08,982.57,949.23,61124.62,5.922666789E7
1483056000,971.08,959.04,971.59,927.4,70839.81,6.74491493E7
1483142400,959.04,963.38,965.47,942.4,27559.31,2.637940189E7
1483228800,963.38,995.44,1001.61,956.1,41148.52,4.057092299E7
1483315200,995.44,1017.05,1031.68,990.2,64951.63,6.603807334E7
1483401600,1017.05,1033.3,1035.47,1006.53,54788.01,5.60858707E7
1483488000,1033.3,1135.41,1148.54,1022.32,156272.17,1.7058462304E8
1483574400,1135.41,989.35,1150.63,874.53,240007.84,2.4483928977E8
1483660800,989.35,886.16,1027.42,852.55,194290.96,1.7916066884E8
1483747200,886.16,888.87,900.86,806.66,130663.09,1.1303753171E8
1483833600,888.87,900.86,936.13,875.85,76905.99,7.029834037E7
1483920000,900.86,899.78,910.47,870.91,62579.5,5.596328118E7
1484006400,899.78,904.37,911.32,890.12,53709.46,4.864410682E7
1484092800,904.37,785.43,917.65,751.63,194436.54,1.601941098E8
1484179200,785.43,810.11,828.21,739.55,120241.76,9.398670188E7
1484265600,810.11,824.83,835.05,771.0,89861.97,7.255587562E7
1484352000,824.83,819.63,838.9,808.27,44207.74,3.6594482E7
1484438400,819.63,821.17,826.43,808.63,24401.41,2.00047351E7
1484524800,821.17,827.34,836.66,817.7,33222.93,2.759289917E7
1484611200,827.34,899.66,906.38,825.04,82207.99,7.227272715E7
1484697600,899.66,872.03,913.67,845.87,69258.17,6.104239211E7
1484784000,872.03,895.21,905.28,870.71,58440.87,5.230081498E7
1484870400,895.21,892.91,901.49,878.9,38865.48,3.484713033E7
1484956800,892.91,919.84,928.93,889.46,40378.21,3.712917659E7
1485043200,919.84,918.84,938.38,888.62,47927.32,4.407429979E7
1485129600,918.84,921.46,927.98,910.85,32744.43,3.02610545E7
1485216000,921.46,893.75,925.61,889.15,58874.32,5.346891131E7
1485302400,893.75,894.41,905.7,883.63,37902.18,3.401486615E7
1485388800,894.41,915.56,919.32,893.49,33800.2,3.079568598E7
1485475200,915.56,918.01,922.56,907.92,30968.49,2.850314441E7
1485561600,918.01,918.51,921.89,912.84,14307.36,1.325184402E7
1485648000,918.51,914.55,922.4,912.68,11052.31,1.021436833E7
1485734400,914.55,920.73,922.35,911.51,19062.15,1.760417247E7
1485820800,920.73,965.49,967.45,917.38,54670.21,5.186921653E7
1485907200,965.49,982.43,986.57,959.82,45223.3,4.403581637E7
1485993600,982.43,1003.97,1009.13,973.5,50863.87,5.063391056E7
1486080000,1003.97,1013.02,1023.72,989.21,61671.88,6.243101797E7
1486166400,1013.02,1031.85,1041.04,1000.41,39461.62,4.040654254E7
1486252800,1031.85,1016.11,1033.66,1004.05,31058.49,3.166995698E7
1486339200,1016.11,1024.67,1030.6,1010.83,32019.82,3.282835027E7
1486425600,1024.67,1049.56,1054.1,1019.87,39553.25,4.131834943E7
1486512000,1049.56,1055.49,1069.23,1020.33,65145.12,6.833632022E7
1486598400,1055.49,978.96,1073.03,924.65,146746.26,1.4583931748E8
1486684800,978.96,997.61,1005.6,947.02,62132.99,6.06391114E7
1486771200,997.61,1008.32,1014.32,983.93,28319.39,2.85044951E7
1486857600,1008.32,996.52,1007.82,992.45,14750.39,1.482502307E7
1486944000,996.52,995.36,1007.61,975.1,32908.63,3.27850644E7
1487030400,995.36,1008.34,1013.8,986.46,39537.9,3.98100763E7
1487116800,1008.34,1008.19,1010.93,999.73,23359.15,2.356954945E7
1487203200,1008.19,1031.93,1040.28,1007.39,38080.21,3.911474332E7
1487289600,1031.93,1049.41,1057.39,1025.87,45711.79,4.781536054E7
1487376000,1049.41,1052.28,1063.21,1044.68,25362.02,2.685652118E7
1487462400,1052.28,1048.89,1056.48,1037.67,17953.15,1.887688186E7
1487548800,1048.89,1077.56,1081.78,1040.99,31010.85,3.295972015E7
1487635200,1077.56,1119.03,1123.03,1073.54,57048.87,6.290856943E7
1487721600,1119.03,1120.46,1132.25,1094.83,47913.31,5.364745334E7
1487808000,1120.46,1171.91,1181.6,1113.54,65737.1,7.566316744E7
1487894400,1171.91,1176.49,1211.74,1092.41,108170.88,1.2697801075E8
1487980800,1176.49,1149.05,1180.01,1116.21,45860.52,5.300383046E7
1488067200,1149.05,1171.58,1177.47,1130.61,30764.77,3.575025805E7
1488153600,1171.58,1188.83,1195.82,1164.27,35468.84,4.203536664E7
1488240000,1188.83,1189.27,1208.22,1175.75,50579.83,6.037186957E7
1488326400,1189.27,1222.66,1225.04,1154.55,51153.83,6.196476057E7
1488412800,1222.66,1255.47,1286.98,1211.96,78492.01,9.804063932E7
1488499200,1255.47,1283.3,1291.35,1250.8,67275.49,8.587626286E7
1488585600,1283.3,1264.32,1285.78,1228.73,38418.2,4.85979349E7
1488672000,1264.32,1271.22,1273.28,1242.1,25430.23,3.210497238E7
1488758400,1271.22,1277.01,1280.61,1261.0,31026.9,3.959111081E7
1488844800,1277.01,1232.69,1280.89,1148.66,87722.01,1.0867387649E8
1488931200,1232.69,1146.97,1242.04,1136.88,97875.25,1.1634297391E8
1489017600,1146.97,1191.33,1206.97,1129.35,59860.55,7.042706157E7
1489104000,1191.33,1112.39,1330.42,988.69,190472.52,2.2383604181E8
1489190400,1112.39,1179.22,1202.69,1104.78,70747.22,8.238719806E7
1489276800,1179.22,1225.11,1235.46,1160.9,44412.09,5.344176207E7
1489363200,1225.11,1238.19,1245.63,1205.61,60460.94,7.437629814E7
1489449600,1238.19,1243.14,1255.52,1218.38,45142.05,5.605861723E7
1489536000,1243.14,1253.43,1256.95,1236.43,43592.4,5.448669963E7
1489622400,1253.43,1172.88,1260.24,1118.96,132773.3,1.5940902453E8
1489708800,1172.88,1071.71,1174.9,1063.48,163739.0,1.8387976871E8
1489795200,1071.71,971.38,1103.61,940.18,210424.36,2.1277205565E8
1489881600,971.38,1022.6,1063.67,967.31,106444.72,1.0812823776E8
1489968000,1022.6,1047.51,1057.5,1005.05,61431.4,6.383314348E7
1490054400,1047.51,1121.29,1125.53,1043.87,92591.27,1.0105199873E8
1490140800,1121.29,1044.72,1121.88,997.78,115286.08,1.2073049205E8
1490227200,1044.72,1035.03,1062.79,1022.02,56517.89,5.889814113E7
1490313600,1035.03,939.7,1038.38,927.35,132599.72,1.3004286554E8
1490400000,939.7,966.3,995.96,890.43,127044.59,1.1839505445E8
1490486400,966.3,969.44,1004.32,946.65,85332.41,8.325598342E7
1490572800,969.44,1045.14,1048.85,961.8,91256.43,9.233222114E7
1490659200,1045.14,1044.42,1068.41,1015.45,80000.9,8.356755146E7
1490745600,1044.42,1041.9,1058.66,1008.34,68852.51,7.126153548E7
1490832000,1041.9,1037.91,1052.66,1020.93,74984.88,7.763388353E7
1490918400,1037.91,1079.11,1088.2,1035.18,90987.94,9.654392002E7
1491004800,1079.11,1086.12,1103.74,1067.47,50658.36,5.502007821E7
1491091200,1086.12,1097.4,1109.48,1074.21,70980.71,7.785393384E7
1491177600,1097.4,1147.56,1157.87,1095.55,98499.3,1.1187080742E8
1491264000,1147.56,1141.77,1161.19,1122.15,70998.95,8.116409444E7
1491350400,1141.77,1129.87,1143.84,1110.06,69469.37,7.833557366E7
1491436800,1129.87,1188.7,1201.55,1130.51,92357.58,1.0818215818E8
1491523200,1188.7,1190.49,1201.23,1173.18,59746.57,7.118448598E7
1491609600,1190.49,1180.78,1198.22,1166.65,33180.63,3.939300333E7
1491696000,1180.78,1204.34,1215.1,1173.99,45351.08,5.449833326E7
1491782400,1204.34,1206.71,1214.87,1194.81,40013.05,4.84736807E7
1491868800,1206.71,1220.74,1229.57,1195.76,37394.78,4.556370707E7
1491955200,1220.74,1212.53,1225.46,1207.36,44783.23,5.469939614E7
1492041600,1212.53,1176.2,1218.66,1150.29,66051.93,7.845642262E7
1492128000,1176.2,1177.33,1195.4,1162.16,47217.49,5.612957667E7
1492214400,1177.33,1176.99,1194.85,841.53,28384.58,3.387753721E7
1492300800,1176.99,1176.8,1187.97,1166.74,18930.29,2.253891855E7
1492387200,1176.8,1194.01,1202.97,1172.81,46483.54,5.609560739E7
1492473600,1194.01,1206.09,1213.88,1191.14,52747.52,6.490021925E7
1492560000,1206.09,1215.2,1218.21,1194.08,43347.15,5.30343571E7
1492646400,1215.2,1238.09,1246.64,1210.67,55194.86,6.922336098E7
1492732800,1238.09,1249.64,1256.97,1235.56,41344.02,5.249829685E7
1492819200,1249.64,1240.89,1256.97,1215.78,43814.59,5.577693272E7
1492905600,1240.89,1249.14,1256.23,1223.06,42608.01,5.422435575E7
1492992000,1249.14,1248.18,1256.36,1234.86,38542.24,4.928162932E7
1493078400,1248.18,1264.31,1272.62,1244.21,43885.78,5.665901628E7
1493164800,1264.31,1286.63,1309.2,1263.0,58908.66,7.764971039E7
1493251200,1286.63,1332.91,1346.79,1285.3,61771.48,8.33196364E7
1493337600,1332.91,1329.62,1356.15,1287.62,77569.41,1.0453647671E8
1493424000,1329.62,1336.28,1343.69,1314.15,40969.34,5.598246815E7
1493510400,1336.28,1351.91,1358.94,1309.66,40643.04,5.547028583E7
1493596800,1351.91,1415.81,1448.68,1342.78,100438.27,1.4441403852E8
1493683200,1415.81,1445.93,1471.14,1394.83,70004.82,1.0334224497E8
1493769600,1445.93,1485.55,1496.39,1424.05,81717.36,1.225517074E8
1493856000,1485.55,1516.76,1609.84,1437.11,136711.3,2.1308494956E8
1493942400,1516.76,1507.77,1588.11,1485.01,120379.24,1.8801577196E8
1494028800,1507.77,1545.29,1560.42,1503.93,59602.01,9.274718554E7
1494115200,1545.29,1554.45,1572.89,1495.18,71355.58,1.1170807242E8
1494201600,1554.45,1664.47,1667.67,1552.86,107226.89,1.7468786923E8
1494288000,1664.47,1697.5,1757.39,1619.97,127228.68,2.1916948619E8
1494374400,1697.5,1752.31,1766.18,1664.99,89679.81,1.5620360007E8
1494460800,1752.31,1819.29,1864.76,1741.54,109009.0,1.9882912341E8
1494547200,1819.29,1686.39,1822.51,1641.18,109341.25,1.9215987395E8
1494633600,1686.39,1763.74,1770.5,1594.59,75467.87,1.2839009583E8
1494720000,1763.74,1772.55,1802.75,1736.13,40635.4,7.287437857E7
1494806400,1772.55,1708.92,1776.65,1656.81,80241.72,1.3849915092E8
1494892800,1708.92,1729.34,1752.55,1653.72,75541.37,1.3037920717E8
1494979200,1729.34,1801.3,1842.83,1703.97,94618.69,1.7095415468E8
1495065600,1801.3,1880.99,1980.49,1791.12,73095.54,1.3590190539E8
1495152000,1880.99,1962.0,1969.7,1875.28,98759.13,1.9152392623E8
1495238400,1962.0,2040.18,2048.45,1944.4,89862.03,1.7934691905E8
1495324800,2040.18,2044.19,2094.94,1980.07,78775.32,1.6103681013E8
1495411200,2044.19,2124.41,2264.76,1998.61,174376.65,3.7348249601E8
1495497600,2124.41,2272.58,2286.3,2110.78,114179.23,2.5196908194E8
1495584000,2272.58,2445.28,2496.98,2263.29,149254.84,3.5373403088E8
1495670400,2445.28,2307.22,2781.76,2210.48,248438.97,6.2213903097E8
1495756800,2306.96,2244.89,2616.52,2051.45,191494.03,4.4134271151E8
1495843200,2244.89,2052.43,2322.37,1868.56,222952.91,4.4603400402E8
1495929600,2052.43,2189.02,2300.52,2051.07,125004.39,2.6676611687E8
1496016000,2189.02,2278.21,2337.35,2117.34,92235.69,2.0410157611E8
1496102400,2278.21,2192.55,2329.26,2147.1,120964.11,2.700691469E8
1496188800,2192.55,2303.34,2330.62,2168.37,117749.1,2.6122303596E8
1496275200,2303.34,2412.65,2460.84,2303.34,122696.44,2.9007043191E8
1496361600,2412.65,2492.6,2493.97,2385.59,83028.45,1.9976537283E8
1496448000,2492.6,2545.43,2582.77,2449.95,70956.49,1.7716859551E8
1496534400,2545.43,2524.06,2559.79,2478.18,59478.96,1.4906081038E8
1496620800,2524.06,2704.96,2705.38,2523.92,86686.38,2.2561188749E8
1496707200,2704.96,2870.5,2931.24,2699.68,192228.25,5.3877247378E8
1496793600,2870.5,2691.51,2880.95,2626.56,122676.04,3.4032990373E8
1496880000,2691.51,2798.78,2808.41,2623.61,95420.44,2.6089860612E8
1496966400,2798.78,2811.43,2852.07,2786.07,67044.96,1.8923711088E8
1497052800,2811.43,2900.25,2914.19,2807.36,86516.58,2.4686968208E8
1497139200,2900.25,2973.45,2977.86,2867.25,83026.07,2.4151666076E8
1497225600,2973.45,2656.77,2985.06,2483.63,217963.32,5.8515890987E8
1497312000,2656.77,2712.99,2784.77,2647.44,116738.08,3.1447627672E8
1497398400,2712.99,2467.27,2803.72,2348.99,174189.24,4.4829427942E8
1497484800,2467.27,2442.46,2521.6,2125.56,262787.33,6.0626436601E8
1497571200,2442.46,2508.58,2536.42,2335.28,117206.43,2.8663075758E8
1497657600,2508.58,2655.1,2690.71,2454.81,95948.29,2.466985919E8
1497744000,2655.1,2539.56,2676.04,2488.59,92004.22,2.3523929633E8
1497830400,2539.56,2616.82,2617.75,2518.78,81829.22,2.1037275085E8
1497916800,2616.82,2754.38,2800.48,2613.98,111303.55,3.0003401058E8
1498003200,2754.38,2677.62,2804.41,2624.35,116033.61,3.1323472145E8
1498089600,2677.62,2722.84,2757.32,2623.17,78297.6,2.1031878096E8
1498176000,2722.84,2710.37,2759.66,2699.48,56938.1,1.5530341419E8
1498262400,2710.37,2590.05,2741.56,2540.35,86964.18,2.2800728701E8
1498348800,2590.05,2541.62,2660.66,2472.37,86972.43,2.2067913583E8
1498435200,2541.62,2446.05,2584.75,2327.26,165825.86,4.0191213489E8
1498521600,2446.05,2583.75,2585.06,2309.63,159263.78,3.8151709987E8
1498608000,2583.75,2577.74,2616.95,2490.11,110423.89,2.7979244824E8
1498694400,2577.74,2558.37,2605.86,2526.51,75323.92,1.917334998E8
1498780800,2558.37,2480.61,2576.28,2469.54,73001.6,1.838788563E8
1498867200,2480.61,2424.61,2529.62,2387.47,66319.98,1.606616738E8
1498953600,2424.61,2536.46,2555.34,2375.86,67757.31,1.658395652E8
1499040000,2536.46,2572.47,2617.48,2506.3,83418.16,2.122449512E8
1499126400,2572.47,2617.32,2658.73,2569.99,80675.07,2.1043363912E8
1499212800,2617.32,2627.86,2642.74,2562.04,89719.19,2.3225710693E8
1499299200,2627.86,2614.24,2634.84,2581.8,60155.45,1.5655800983E8
1499385600,2614.24,2513.88,2617.48,2484.73,90447.94,2.2916822922E8
1499472000,2513.88,2564.86,2568.73,2480.62,54508.76,1.3697338949E8
1499558400,2564.86,2511.43,2576.73,2509.65,39161.96,9.950651851E7
1499644800,2511.43,2344.02,2530.34,2271.79,123797.54,2.97270301E8
1499731200,2344.02,2324.29,2412.75,2265.48,146630.2,3.4199862109E8
1499817600,2324.29,2403.09,2424.82,2262.08,109522.9,2.5709528013E8
1499904000,2403.09,2362.44,2436.66,2334.96,88166.37,2.0863022069E8
1499990400,2362.44,2234.17,2370.53,2165.36,114411.35,2.5770453344E8
1500076800,2234.17,1975.08,2237.13,1974.03,155317.39,3.207190968E8
1500163200,1975.08,1914.09,2044.41,1808.99,189643.47,3.6428786172E8
1500249600,1914.09,2233.39,2233.83,1913.79,176887.53,3.6836649535E8
1500336000,2233.39,2320.23,2400.74,2164.59,202621.16,4.6522015181E8
1500422400,2320.23,2282.58,2412.38,2243.13,154319.01,3.5763918958E8
1500508800,2282.58,2866.02,2932.81,2282.11,310335.43,8.0741689088E8
1500595200,2866.02,2675.08,2873.96,2622.54,193756.93,5.2915478997E8
1500681600,2675.08,2836.53,2876.71,2658.59,121917.95,3.419928602E8
1500768000,2836.53,2756.61,2856.67,2675.65,108229.76,2.9986926034E8
1500854400,2756.61,2763.42,2798.89,2715.69,83009.25,2.2904736502E8
1500940800,2763.42,2582.58,2779.08,2472.62,205883.15,5.3476538075E8
1501027200,2582.58,2559.21,2631.73,2441.54,135502.93,3.4046523492E8
1501113600,2559.21,2691.88,2712.92,2547.74,103832.54,2.6988085799E8
1501200000,2691.88,2806.75,2843.78,2683.59,138904.86,3.8347979574E8
1501286400,2806.75,2733.5,2812.13,2699.42,84491.69,2.3081889497E8
1501372800,2733.5,2766.49,2773.06,2621.68,82717.65,2.2293351631E8
1501459200,2766.49,2883.27,2916.3,2723.05,91115.22,2.5483660162E8
1501545600,2883.27,2746.99,2946.02,2659.62,123174.1,3.412164286E8
1501632000,2746.99,2720.53,2773.8,2668.87,81817.6,2.2253434458E8
1501718400,2720.53,2809.99,2822.88,2717.62,68102.9,1.8851708591E8
1501804800,2809.99,2878.49,2892.67,2779.51,68760.4,1.9580028946E8
1501891200,2878.49,3262.8,3344.01,2875.91,159402.96,5.037376204E8
1501977600,3262.8,3232.03,3295.07,3166.52,60660.39,1.9648449653E8
1502064000,3232.03,3401.91,3425.13,3198.51,88111.88,2.9402164524E8
1502150400,3401.91,3429.38,3494.87,3357.15,106940.67,3.6616942925E8
1502236800,3429.38,3348.79,3437.15,3251.03,97062.76,3.2405868171E8
1502323200,3348.79,3425.67,3453.84,3322.92,71000.32,2.4202446029E8
1502409600,3425.67,3654.37,3706.48,3409.79,97564.43,3.4513549236E8
1502496000,3654.37,3871.62,3967.26,3611.36,123593.57,4.6953232543E8
1502582400,3871.62,4062.6,4189.42,3847.31,158586.97,6.3891750034E8
1502668800,4062.6,4327.94,4336.71,3978.95,128460.0,5.4092775784E8
1502755200,4327.94,4161.66,4436.48,3837.13,211581.81,8.7284068233E8
1502841600,4161.66,4387.4,4398.06,3938.62,112901.04,4.7296033446E8
1502928000,4387.4,4278.92,4487.5,4194.1,127475.88,5.5423280249E8
1503014400,4278.92,4105.37,4362.73,3978.28,144398.64,6.0389831545E8
1503100800,4105.37,4150.45,4189.68,3957.46,113724.38,4.6272315189E8
1503187200,4150.45,4066.6,4182.29,4034.4,70163.05,2.8819344622E8
1503273600,4066.6,4005.1,4097.25,3966.93,90644.62,3.6517404582E8
1503360000,4005.1,4089.7,4142.68,3612.21,169138.73,6.5965783892E8
1503446400,4089.7,4141.09,4255.62,4070.49,96649.15,4.0234025848E8
1503532800,4141.09,4318.35,4364.11,4111.71,72358.36,3.0537347779E8
1503619200,4318.35,4364.41,4461.71,4292.63,82901.88,3.6228325298E8
1503705600,4364.41,4352.3,4379.28,4263.28,46159.77,1.9940392282E8
1503792000,4352.3,4345.75,4408.18,4321.12,42516.01,1.851808431E8
1503878400,4345.75,4390.31,4403.13,4195.23,75486.08,3.2528570333E8
1503964800,4390.31,4597.31,4647.83,4350.22,100801.36,4.5546785019E8
1504051200,4597.31,4583.02,4644.06,4491.79,68471.63,3.1346639812E8
1504137600,4583.02,4735.11,4765.07,4580.13,72293.57,3.389811451E8
1504224000,4735.11,4921.85,4925.23,4690.17,102012.79,4.9114036458E8
1504310400,4921.85,4573.8,4976.52,4448.64,160770.39,7.477138181E8
1504396800,4573.8,4612.92,4719.78,4397.74,102823.39,4.7013579537E8
1504483200,4612.92,4267.45,4621.01,4098.58,170399.25,7.3721606051E8
1504569600,4267.45,4409.08,4496.67,4004.62,158410.81,6.7384682774E8
1504656000,4409.08,4618.71,4660.04,4401.53,110931.13,5.0471724565E8
1504742400,4618.71,4635.6,4690.55,4493.2,70531.23,3.2493987282E8
1504828800,4635.6,4326.45,4699.59,4130.88,180364.02,7.868198635E8
1504915200,4326.45,4335.13,4402.15,4185.33,77087.34,3.3219525106E8
1505001600,4335.13,4245.89,4338.08,4032.15,108075.24,4.5124439653E8
1505088000,4245.89,4217.9,4364.42,4134.62,88757.81,3.7525412516E8
1505174400,4217.9,4158.92,4387.76,4074.97,107041.94,4.5340220742E8
1505260800,4158.92,3870.29,4174.58,3752.01,186540.37,7.2838523178E8
1505347200,3870.29,3243.08,3930.69,3218.98,317592.57,1.11825888956E9
1505433600,3243.08,3713.76,3824.43,2979.88,448551.92,1.51915395302E9
1505520000,3713.76,3698.92,3893.67,3551.83,169361.61,6.2755921622E8
1505606400,3698.92,3689.61,3796.56,3485.83,96068.08,3.512504842E8
1505692800,3689.61,4100.28,4122.75,3689.0,147927.08,5.869386613E8
1505779200,4100.28,3907.96,4120.71,3852.22,123214.81,4.8889782962E8
1505865600,3907.96,3882.16,4053.04,3846.76,86645.15,3.424380725E8
1505952000,3882.16,3617.27,3912.79,3576.54,145124.78,5.4357016408E8
1506038400,3617.27,3600.83,3753.51,3505.81,114717.36,4.1461250181E8
1506124800,3600.83,3788.02,3813.39,3563.18,67820.32,2.5337077472E8
1506211200,3788.02,3667.52,3790.89,3633.88,49661.76,1.8385213574E8
1506297600,3667.52,3932.83,3971.5,3665.67,100194.7,3.8667496165E8
1506384000,3932.83,3892.7,3982.31,3858.75,63252.3,2.4848186886E8
1506470400,3892.7,4212.2,4232.35,3882.08,117596.07,4.8035867393E8
1506556800,4212.2,4195.65,4274.64,4112.88,92228.17,3.8690953701E8
1506643200,4195.65,4172.79,4237.51,4030.37,97803.91,4.0459975628E8
1506729600,4172.79,4360.62,4383.27,4164.25,67493.68,2.9079693999E8
1506816000,4360.62,4403.09,4412.62,4258.32,60583.85,2.6248515392E8
1506902400,4403.09,4401.32,4477.38,4364.67,71201.48,3.1462192761E8
1506988800,4401.32,4314.18,4435.99,4230.73,81867.3,3.5304605747E8
